"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:0bORa4VpL8NzyMXEI6UFGK","Long Road To Ruin","spotify:artist:7jy3rLJdDQY21OgRLCZ9sD","Foo Fighters","spotify:album:3ilXDEG0xiajK8AbqboeJz","Echoes, Silence, Patience & Grace","spotify:artist:7jy3rLJdDQY21OgRLCZ9sD","Foo Fighters","2007-09-25","https://i.scdn.co/image/ab67616d0000b2739d957247c6c610cb7c4da1c5","1","4","224804","https://p.scdn.co/mp3-preview/98f670237c4edaedf9e244f7c30d7d823d13a00c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","59","USRW30700010","spotify:user:212evkjibuisarid6stvinxoq","2026-03-18T19:52:24Z"
"spotify:track:4NPI2n6mINvcgNejPefpoY","Lonely As You","spotify:artist:7jy3rLJdDQY21OgRLCZ9sD","Foo Fighters","spotify:album:1zQ6F8gMagKcPL4SoA80cx","One By One (Expanded Edition)","spotify:artist:7jy3rLJdDQY21OgRLCZ9sD","Foo Fighters","2002-10-22","https://i.scdn.co/image/ab67616d0000b273bfff163b0602156a983fa079","1","8","277146","https://p.scdn.co/mp3-preview/08f76b523c82d3ca902ab074ab9effbb1beb2296?cid=9950ac751e34487dbbe027c4fd7f8e99","false","40","USRW30200009","spotify:user:212evkjibuisarid6stvinxoq","2026-03-18T19:52:29Z"
"spotify:track:2XvrMHbSO077Ajg7QTTNdY","Let It Die","spotify:artist:7jy3rLJdDQY21OgRLCZ9sD","Foo Fighters","spotify:album:3ilXDEG0xiajK8AbqboeJz","Echoes, Silence, Patience & Grace","spotify:artist:7jy3rLJdDQY21OgRLCZ9sD","Foo Fighters","2007-09-25","https://i.scdn.co/image/ab67616d0000b2739d957247c6c610cb7c4da1c5","1","2","245269","https://p.scdn.co/mp3-preview/706f37e35dee5498e0a0f4161e20388183c5db85?cid=9950ac751e34487dbbe027c4fd7f8e99","false","57","USRW30700008","spotify:user:212evkjibuisarid6stvinxoq","2026-03-18T19:53:11Z"
"spotify:track:5TOYgNohZAFEPOtnchPhZS","Arlandria","spotify:artist:7jy3rLJdDQY21OgRLCZ9sD","Foo Fighters","spotify:album:5lnQLEUiVDkLbFJHXHQu9m","Wasting Light","spotify:artist:7jy3rLJdDQY21OgRLCZ9sD","Foo Fighters","2011-04-12","https://i.scdn.co/image/ab67616d0000b273fc14d5117520d5bce369a543","1","5","267445","https://p.scdn.co/mp3-preview/4108e874b02c7a800ec03f6a7a0a596d14662c36?cid=9950ac751e34487dbbe027c4fd7f8e99","false","59","USRW31100007","spotify:user:212evkjibuisarid6stvinxoq","2026-03-18T19:53:55Z"
"spotify:track:6HeFCUg1F1v0bnE3JFTlxz","Dear Rosemary","spotify:artist:7jy3rLJdDQY21OgRLCZ9sD","Foo Fighters","spotify:album:5lnQLEUiVDkLbFJHXHQu9m","Wasting Light","spotify:artist:7jy3rLJdDQY21OgRLCZ9sD","Foo Fighters","2011-04-12","https://i.scdn.co/image/ab67616d0000b273fc14d5117520d5bce369a543","1","3","265944","https://p.scdn.co/mp3-preview/71e8c471ffdf9c9d072e1aed08087a69d6842b2f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","54","USRW31100005","spotify:user:212evkjibuisarid6stvinxoq","2026-03-18T19:54:12Z"
"spotify:track:7v0mtl6oInUtHOmTk2b0gC","Rope","spotify:artist:7jy3rLJdDQY21OgRLCZ9sD","Foo Fighters","spotify:album:5lnQLEUiVDkLbFJHXHQu9m","Wasting Light","spotify:artist:7jy3rLJdDQY21OgRLCZ9sD","Foo Fighters","2011-04-12","https://i.scdn.co/image/ab67616d0000b273fc14d5117520d5bce369a543","1","2","258039","https://p.scdn.co/mp3-preview/722daa3bbeda3be0598f02fc22fe8d504fcb6031?cid=9950ac751e34487dbbe027c4fd7f8e99","false","62","USRW31100001","spotify:user:212evkjibuisarid6stvinxoq","2026-03-18T19:54:22Z"
"spotify:track:76Je5Wklky23mVoxiRszcN","Walk","spotify:artist:7jy3rLJdDQY21OgRLCZ9sD","Foo Fighters","spotify:album:5lnQLEUiVDkLbFJHXHQu9m","Wasting Light","spotify:artist:7jy3rLJdDQY21OgRLCZ9sD","Foo Fighters","2011-04-12","https://i.scdn.co/image/ab67616d0000b273fc14d5117520d5bce369a543","1","11","257376","https://p.scdn.co/mp3-preview/dace3c68c15eefa3174dc096dfa9a37f837ed004?cid=9950ac751e34487dbbe027c4fd7f8e99","false","70","USRW31100002","spotify:user:212evkjibuisarid6stvinxoq","2026-03-18T19:54:29Z"
"spotify:track:0bHD1nLe7Nhw55ZGJ92332","Bridge Burning","spotify:artist:7jy3rLJdDQY21OgRLCZ9sD","Foo Fighters","spotify:album:5lnQLEUiVDkLbFJHXHQu9m","Wasting Light","spotify:artist:7jy3rLJdDQY21OgRLCZ9sD","Foo Fighters","2011-04-12","https://i.scdn.co/image/ab67616d0000b273fc14d5117520d5bce369a543","1","1","285825","https://p.scdn.co/mp3-preview/424abaa8fd2b04e124f3b4bf802a1773006deb8e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","58","USRW31100004","spotify:user:212evkjibuisarid6stvinxoq","2026-03-18T19:54:54Z"
"spotify:track:46GHi1UJz1yEumZcMkbJN9","A Matter Of Time","spotify:artist:7jy3rLJdDQY21OgRLCZ9sD","Foo Fighters","spotify:album:5lnQLEUiVDkLbFJHXHQu9m","Wasting Light","spotify:artist:7jy3rLJdDQY21OgRLCZ9sD","Foo Fighters","2011-04-12","https://i.scdn.co/image/ab67616d0000b273fc14d5117520d5bce369a543","1","8","275437","https://p.scdn.co/mp3-preview/cd61fa622520c5d5ccd4ba6b28742af9a531cfb4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","49","USRW31100010","spotify:user:212evkjibuisarid6stvinxoq","2026-03-18T19:55:20Z"
"spotify:track:042RaY48TNY9aesv8fqYTf","I Should Have Known","spotify:artist:7jy3rLJdDQY21OgRLCZ9sD","Foo Fighters","spotify:album:5lnQLEUiVDkLbFJHXHQu9m","Wasting Light","spotify:artist:7jy3rLJdDQY21OgRLCZ9sD","Foo Fighters","2011-04-12","https://i.scdn.co/image/ab67616d0000b273fc14d5117520d5bce369a543","1","10","255114","https://p.scdn.co/mp3-preview/f57df8459e84c6d23e370e78be5c78558525cf9b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","47","USRW31100012","spotify:user:212evkjibuisarid6stvinxoq","2026-03-18T19:55:36Z"
